Timestamp,Proximity Distance (cm),Intruder Detected,Force Detected,Soft Alarm Triggered,Hard Alarm Triggered,Notification Type,Notification Sent,Alarm Reset Time (s),Event Type,System Uptime (s)
2023-08-30 09:03:46,87,0,1,0,1,Force Alert,1,10,Force Detection,7056
2023-08-30 09:08:03,79,0,1,0,1,Force Alert,1,12,Force Detection,7059
2023-08-30 09:09:36,45,1,1,1,1,Force Alert,1,8,Force Detection,7066
2023-08-30 09:40:28,29,1,1,1,1,Force Alert,1,13,Force Detection,7069
2023-08-30 09:44:00,5,1,1,1,1,Force Alert,1,18,Force Detection,7073
2023-08-30 09:50:56,79,1,0,0,0,,0,0,No Event,7081
2023-08-30 09:51:10,60,0,1,0,1,Force Alert,1,13,Force Detection,7082
2023-08-30 09:53:00,80,0,0,0,0,,0,0,No Event,7089
2023-08-30 09:55:47,63,0,1,0,1,Force Alert,1,16,Force Detection,7095
2023-08-30 10:28:11,60,0,1,0,1,Force Alert,1,9,Force Detection,7101
2023-08-30 10:41:10,22,1,1,1,1,Force Alert,1,7,Force Detection,7110
2023-08-30 11:04:08,57,0,0,0,0,,0,0,No Event,7112
2023-08-30 11:11:27,15,0,1,0,1,Force Alert,1,6,Force Detection,7120
2023-08-30 11:19:56,80,1,1,0,1,Force Alert,1,7,Force Detection,7129
2023-08-30 12:09:36,33,0,1,0,1,Force Alert,1,9,Force Detection,7132
2023-08-30 12:11:50,36,1,1,1,1,Force Alert,1,18,Force Detection,7133
2023-08-30 12:27:24,41,0,0,0,0,,0,0,No Event,7137
2023-08-30 12:47:22,90,1,0,0,0,,0,0,No Event,7140
2023-08-30 12:57:27,56,0,0,0,0,,0,0,No Event,7144
2023-09-03 02:58:03,23,0,1,0,1,Force Alert,1,11,Force Detection,7152
2023-09-03 03:05:00,75,1,0,0,0,,0,0,No Event,7153
2023-09-03 03:13:37,85,0,1,0,1,Force Alert,1,10,Force Detection,7160
2023-09-03 03:49:00,49,1,1,1,1,Force Alert,1,7,Force Detection,7163
2023-09-03 04:11:42,67,1,0,0,0,,0,0,No Event,7168
2023-09-03 04:38:14,62,0,1,0,1,Force Alert,1,10,Force Detection,7173
2023-09-03 04:46:28,17,1,1,1,1,Force Alert,1,19,Force Detection,7176
2023-09-03 04:50:47,27,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7179
2023-09-03 05:17:41,50,1,0,0,0,,0,0,No Event,7183
2023-09-03 05:18:14,55,1,0,0,0,,0,0,No Event,7186
2023-09-03 05:33:38,78,0,0,0,0,,0,0,No Event,7188
2023-09-03 05:40:34,12,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7196
2023-09-03 05:40:59,70,1,1,0,1,Force Alert,1,10,Force Detection,7197
2023-09-03 06:09:04,22,1,1,1,1,Force Alert,1,9,Force Detection,7204
2023-09-03 06:17:52,97,1,1,0,1,Force Alert,1,5,Force Detection,7211
2023-09-03 06:29:23,17,0,0,0,0,,0,0,No Event,7212
2023-09-03 06:51:22,52,0,0,0,0,,0,0,No Event,7214
2023-09-03 06:58:01,31,0,0,0,0,,0,0,No Event,7219
2023-09-03 07:50:13,34,0,0,0,0,,0,0,No Event,7222
2023-09-03 08:11:02,67,0,1,0,1,Force Alert,1,18,Force Detection,7226
2023-09-03 08:37:24,97,0,0,0,0,,0,0,No Event,7228
2023-09-03 08:43:46,82,1,0,0,0,,0,0,No Event,7235
2023-09-03 08:48:06,19,0,1,0,1,Force Alert,1,13,Force Detection,7236
2023-09-03 08:50:23,7,0,1,0,1,Force Alert,1,6,Force Detection,7245
2023-09-03 08:58:47,91,1,0,0,0,,0,0,No Event,7248
2023-09-03 09:31:37,91,0,1,0,1,Force Alert,1,9,Force Detection,7257
2023-09-03 09:53:18,44,0,0,0,0,,0,0,No Event,7261
2023-09-03 10:24:08,41,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7266
2023-09-03 11:12:29,35,0,0,0,0,,0,0,No Event,7269
2023-09-03 11:37:11,48,1,1,1,1,Force Alert,1,12,Force Detection,7271
2023-09-03 11:52:41,73,1,0,0,0,,0,0,No Event,7272
2023-09-03 11:54:21,52,0,0,0,0,,0,0,No Event,7277
2023-09-03 12:18:27,74,0,0,0,0,,0,0,No Event,7286
2023-09-03 12:37:15,9,0,1,0,1,Force Alert,1,17,Force Detection,7290
2023-09-03 13:04:49,19,0,1,0,1,Force Alert,1,13,Force Detection,7291
2023-09-03 13:04:53,74,0,0,0,0,,0,0,No Event,7299
2023-09-03 13:24:08,74,1,0,0,0,,0,0,No Event,7306
2023-09-03 13:30:50,30,0,1,0,1,Force Alert,1,18,Force Detection,7315
2023-09-03 14:16:53,64,1,0,0,0,,0,0,No Event,7318
2023-09-03 14:29:25,4,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7320
2023-09-03 14:37:35,40,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7325
2023-09-03 14:56:45,7,0,0,0,0,,0,0,No Event,7328
2023-09-03 15:06:19,26,1,1,1,1,Force Alert,1,6,Force Detection,7329
2023-09-03 15:27:24,43,1,1,1,1,Force Alert,1,11,Force Detection,7334
2023-09-03 15:42:39,64,0,1,0,1,Force Alert,1,7,Force Detection,7335
2023-09-03 15:58:30,45,1,1,1,1,Force Alert,1,18,Force Detection,7337
2023-09-03 16:00:21,36,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7343
2023-09-03 16:07:35,26,1,1,1,1,Force Alert,1,12,Force Detection,7350
2023-09-03 16:15:59,53,0,0,0,0,,0,0,No Event,7352
2023-09-03 16:46:49,86,0,0,0,0,,0,0,No Event,7355
2023-09-03 17:01:27,25,0,1,0,1,Force Alert,1,17,Force Detection,7360
2023-09-03 17:01:30,55,0,1,0,1,Force Alert,1,15,Force Detection,7366
2023-09-03 17:14:28,74,1,1,0,1,Force Alert,1,10,Force Detection,7367
2023-09-03 17:15:42,20,0,1,0,1,Force Alert,1,11,Force Detection,7371
2023-09-03 17:18:19,32,1,1,1,1,Force Alert,1,13,Force Detection,7372
2023-09-03 17:50:44,87,1,1,0,1,Force Alert,1,7,Force Detection,7374
2023-09-03 18:04:18,37,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7376
2023-09-03 18:16:11,20,1,1,1,1,Force Alert,1,8,Force Detection,7379
2023-09-03 18:32:50,49,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7386
2023-09-03 19:06:28,95,0,1,0,1,Force Alert,1,6,Force Detection,7394
2023-09-03 19:10:44,20,1,1,1,1,Force Alert,1,14,Force Detection,7402
2023-09-03 19:29:07,2,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7406
2023-09-03 19:45:55,37,0,0,0,0,,0,0,No Event,7410
2023-09-03 19:57:41,20,0,0,0,0,,0,0,No Event,7417
2023-09-03 20:11:46,11,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7418
2023-09-03 20:13:05,47,1,1,1,1,Force Alert,1,5,Force Detection,7427
2023-09-03 21:06:24,23,1,1,1,1,Force Alert,1,15,Force Detection,7431
2023-09-03 21:13:15,45,0,0,0,0,,0,0,No Event,7440
2023-09-03 21:17:09,56,0,0,0,0,,0,0,No Event,7441
2023-09-03 21:30:27,20,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7445
2023-09-03 22:15:07,37,1,1,1,1,Force Alert,1,14,Force Detection,7453
2023-09-03 22:22:20,92,0,0,0,0,,0,0,No Event,7459
2023-09-03 22:59:41,36,0,0,0,0,,0,0,No Event,7461
2023-09-03 23:01:47,29,1,1,1,1,Force Alert,1,10,Force Detection,7470
2023-09-03 23:09:01,44,1,1,1,1,Force Alert,1,9,Force Detection,7478
2023-09-03 23:25:35,52,0,0,0,0,,0,0,No Event,7483
2023-09-03 23:33:19,59,0,1,0,1,Force Alert,1,14,Force Detection,7491
2023-09-03 23:36:09,97,1,0,0,0,,0,0,No Event,7497
2023-09-03 23:53:27,91,0,1,0,1,Force Alert,1,16,Force Detection,7506
2023-09-03 23:57:47,25,1,1,1,1,Force Alert,1,11,Force Detection,7508
2023-09-04 00:02:09,42,1,1,1,1,Force Alert,1,7,Force Detection,7515
2023-09-04 00:04:51,11,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7518
2023-09-04 00:18:43,2,0,1,0,1,Force Alert,1,19,Force Detection,7520
2023-09-04 00:33:06,36,1,1,1,1,Force Alert,1,19,Force Detection,7524
2023-09-04 00:47:12,64,1,1,0,1,Force Alert,1,13,Force Detection,7530
2023-09-04 00:56:15,11,0,0,0,0,,0,0,No Event,7537
2023-09-04 01:15:48,33,0,1,0,1,Force Alert,1,13,Force Detection,7543
2023-09-04 01:20:03,71,1,0,0,0,,0,0,No Event,7546
2023-09-04 01:24:03,93,1,0,0,0,,0,0,No Event,7547
2023-09-04 01:26:29,73,0,1,0,1,Force Alert,1,19,Force Detection,7553
2023-09-04 01:38:20,5,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7554
2023-09-04 01:43:09,38,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7556
2023-09-04 01:43:24,44,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7564
2023-09-04 01:48:01,26,1,1,1,1,Force Alert,1,8,Force Detection,7570
2023-09-04 01:49:50,31,0,1,0,1,Force Alert,1,17,Force Detection,7573
2023-09-04 01:55:57,83,0,0,0,0,,0,0,No Event,7574
2023-09-04 02:01:28,77,0,0,0,0,,0,0,No Event,7579
2023-09-04 02:20:46,50,1,0,0,0,,0,0,No Event,7585
2023-09-04 02:21:50,21,0,1,0,1,Force Alert,1,16,Force Detection,7587
2023-09-04 02:24:31,87,0,1,0,1,Force Alert,1,13,Force Detection,7594
2023-09-07 16:48:10,11,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7599
2023-09-07 16:50:33,98,0,1,0,1,Force Alert,1,8,Force Detection,7608
2023-09-07 16:54:20,64,0,1,0,1,Force Alert,1,15,Force Detection,7616
2023-09-07 17:00:47,29,0,0,0,0,,0,0,No Event,7621
2023-09-07 17:16:37,4,0,0,0,0,,0,0,No Event,7628
2023-09-07 17:44:00,37,1,1,1,1,Force Alert,1,14,Force Detection,7635
2023-09-07 18:19:32,99,1,1,0,1,Force Alert,1,12,Force Detection,7642
2023-09-07 18:50:24,68,0,0,0,0,,0,0,No Event,7649
2023-09-07 18:55:25,61,0,0,0,0,,0,0,No Event,7654
2023-09-07 19:00:28,83,0,1,0,1,Force Alert,1,17,Force Detection,7658
2023-09-07 19:11:55,3,1,1,1,1,Force Alert,1,7,Force Detection,7660
2023-09-07 19:21:31,51,0,1,0,1,Force Alert,1,5,Force Detection,7664
2023-09-07 19:56:37,32,0,0,0,0,,0,0,No Event,7668
2023-09-07 20:19:43,84,1,1,0,1,Force Alert,1,6,Force Detection,7674
2023-09-07 20:35:11,91,0,0,0,0,,0,0,No Event,7679
2023-09-07 20:37:08,97,1,0,0,0,,0,0,No Event,7683
2023-09-07 20:44:55,59,0,0,0,0,,0,0,No Event,7690
2023-09-07 20:51:13,44,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7695
2023-09-07 21:06:53,3,0,0,0,0,,0,0,No Event,7697
2023-09-07 21:13:27,40,0,1,0,1,Force Alert,1,10,Force Detection,7704
2023-09-07 21:27:53,56,0,0,0,0,,0,0,No Event,7705
2023-09-07 21:54:08,44,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7712
2023-09-07 22:32:28,21,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7713
2023-09-07 22:51:03,56,1,1,0,1,Force Alert,1,20,Force Detection,7716
2023-09-07 22:52:36,96,0,1,0,1,Force Alert,1,14,Force Detection,7723
2023-09-07 23:04:43,75,0,0,0,0,,0,0,No Event,7732
2023-09-07 23:06:54,2,0,0,0,0,,0,0,No Event,7737
2023-09-07 23:25:24,29,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7739
2023-09-07 23:37:20,30,0,0,0,0,,0,0,No Event,7741
2023-09-07 23:49:12,49,0,0,0,0,,0,0,No Event,7747
2023-09-08 00:13:59,53,0,1,0,1,Force Alert,1,13,Force Detection,7748
2023-09-08 00:17:42,43,0,0,0,0,,0,0,No Event,7749
2023-09-08 00:20:01,32,1,1,1,1,Force Alert,1,20,Force Detection,7750
2023-09-08 00:54:09,48,0,0,0,0,,0,0,No Event,7753
2023-09-08 01:08:36,32,0,1,0,1,Force Alert,1,10,Force Detection,7756
2023-09-08 01:14:46,49,0,0,0,0,,0,0,No Event,7761
2023-09-08 01:25:57,29,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7766
2023-09-08 01:35:44,98,0,1,0,1,Force Alert,1,14,Force Detection,7771
2023-09-08 01:47:09,53,0,0,0,0,,0,0,No Event,7778
2023-09-08 01:49:27,77,1,0,0,0,,0,0,No Event,7780
2023-09-08 02:15:59,89,0,1,0,1,Force Alert,1,7,Force Detection,7789
2023-09-08 02:25:00,10,0,1,0,1,Force Alert,1,12,Force Detection,7791
2023-09-08 03:13:18,76,0,1,0,1,Force Alert,1,19,Force Detection,7792
2023-09-08 03:34:58,88,1,1,0,1,Force Alert,1,13,Force Detection,7794
2023-09-08 03:52:07,64,1,0,0,0,,0,0,No Event,7802
2023-09-08 04:07:12,74,0,0,0,0,,0,0,No Event,7805
2023-09-08 04:30:47,68,1,0,0,0,,0,0,No Event,7813
2023-09-08 04:41:40,56,1,0,0,0,,0,0,No Event,7822
2023-09-08 04:51:19,43,0,1,0,1,Force Alert,1,8,Force Detection,7824
2023-09-08 05:01:34,49,0,1,0,1,Force Alert,1,11,Force Detection,7827
2023-09-08 05:04:38,98,0,1,0,1,Force Alert,1,8,Force Detection,7832
2023-09-08 05:08:16,72,1,0,0,0,,0,0,No Event,7836
2023-09-08 05:43:50,36,0,1,0,1,Force Alert,1,11,Force Detection,7845
2023-09-08 06:03:37,17,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7846
2023-09-08 06:11:00,42,0,1,0,1,Force Alert,1,10,Force Detection,7847
2023-09-08 06:12:01,33,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7856
2023-09-08 06:14:34,58,1,1,0,1,Force Alert,1,13,Force Detection,7858
2023-09-08 06:15:24,85,0,1,0,1,Force Alert,1,6,Force Detection,7866
2023-09-08 06:40:58,4,0,1,0,1,Force Alert,1,19,Force Detection,7875
2023-09-08 07:12:36,65,1,0,0,0,,0,0,No Event,7878
2023-09-08 07:13:21,28,0,0,0,0,,0,0,No Event,7880
2023-09-08 07:14:02,73,0,0,0,0,,0,0,No Event,7889
2023-09-08 07:19:33,49,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7891
2023-09-08 07:23:30,11,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7897
2023-09-08 07:26:03,65,1,1,0,1,Force Alert,1,18,Force Detection,7903
2023-09-08 07:28:38,1,1,1,1,1,Force Alert,1,13,Force Detection,7911
2023-09-08 07:50:00,93,1,0,0,0,,0,0,No Event,7912
2023-09-08 07:56:40,57,0,0,0,0,,0,0,No Event,7913
2023-09-08 08:05:13,59,1,1,0,1,Force Alert,1,7,Force Detection,7918
2023-09-08 08:14:14,71,0,1,0,1,Force Alert,1,14,Force Detection,7927
2023-09-08 08:24:50,1,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7932
2023-09-08 08:50:30,86,1,0,0,0,,0,0,No Event,7940
2023-09-08 09:18:01,66,0,1,0,1,Force Alert,1,6,Force Detection,7946
2023-09-08 09:43:40,56,0,1,0,1,Force Alert,1,5,Force Detection,7950
2023-09-08 10:15:58,98,1,1,0,1,Force Alert,1,12,Force Detection,7958
2023-09-08 10:22:46,78,1,1,0,1,Force Alert,1,9,Force Detection,7967
2023-09-08 10:37:38,98,1,1,0,1,Force Alert,1,11,Force Detection,7975
2023-09-08 10:40:28,55,0,1,0,1,Force Alert,1,14,Force Detection,7976
2023-09-08 10:44:19,27,1,1,1,1,Force Alert,1,9,Force Detection,7978
2023-09-08 10:47:04,42,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7980
2023-09-08 10:48:54,38,1,1,1,1,Force Alert,1,5,Force Detection,7984
2023-09-08 11:25:11,74,0,1,0,1,Force Alert,1,20,Force Detection,7985
2023-09-08 11:27:18,11,1,0,1,0,Proximity Warning,1,0,Proximity Detection,7994
2023-09-08 12:29:35,2,1,1,1,1,Force Alert,1,14,Force Detection,7999
2023-09-08 12:43:27,68,1,1,0,1,Force Alert,1,20,Force Detection,8008
2023-09-08 13:07:58,38,0,0,0,0,,0,0,No Event,8013
2023-09-08 13:24:49,67,1,0,0,0,,0,0,No Event,8022
2023-09-08 13:34:21,61,1,0,0,0,,0,0,No Event,8025
2023-09-08 13:53:36,52,0,1,0,1,Force Alert,1,16,Force Detection,8032
2023-09-08 14:18:57,19,0,0,0,0,,0,0,No Event,8039
2023-09-08 14:22:10,95,1,0,0,0,,0,0,No Event,8048
2023-09-08 14:33:15,6,0,1,0,1,Force Alert,1,6,Force Detection,8054
2023-09-08 14:38:48,100,0,1,0,1,Force Alert,1,20,Force Detection,8062
2023-09-08 14:46:22,85,1,1,0,1,Force Alert,1,10,Force Detection,8068
2023-09-08 14:49:11,66,0,0,0,0,,0,0,No Event,8074
2023-09-08 15:07:05,35,0,1,0,1,Force Alert,1,9,Force Detection,8075
2023-09-08 15:26:49,79,0,1,0,1,Force Alert,1,17,Force Detection,8076
2023-09-08 15:41:47,55,0,0,0,0,,0,0,No Event,8079
2023-09-08 16:19:03,38,1,1,1,1,Force Alert,1,8,Force Detection,8088
2023-09-08 16:28:03,29,0,1,0,1,Force Alert,1,11,Force Detection,8097
2023-09-12 06:44:29,86,1,1,0,1,Force Alert,1,10,Force Detection,8105
2023-09-12 06:44:45,52,1,0,0,0,,0,0,No Event,8111
2023-09-12 06:46:03,22,1,1,1,1,Force Alert,1,13,Force Detection,8117
2023-09-12 06:55:40,11,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8124
2023-09-12 07:01:30,23,0,1,0,1,Force Alert,1,8,Force Detection,8129
2023-09-12 07:14:35,39,0,1,0,1,Force Alert,1,7,Force Detection,8133
2023-09-12 07:33:23,6,0,0,0,0,,0,0,No Event,8138
2023-09-12 07:44:18,70,1,0,0,0,,0,0,No Event,8145
2023-09-12 07:53:39,23,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8154
2023-09-12 08:01:42,48,0,0,0,0,,0,0,No Event,8156
2023-09-12 08:02:28,28,0,0,0,0,,0,0,No Event,8160
2023-09-12 08:31:33,97,0,1,0,1,Force Alert,1,12,Force Detection,8169
2023-09-12 08:32:18,19,1,1,1,1,Force Alert,1,9,Force Detection,8173
2023-09-12 08:52:21,80,0,1,0,1,Force Alert,1,19,Force Detection,8180
2023-09-12 09:36:48,22,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8181
2023-09-12 10:18:57,49,0,1,0,1,Force Alert,1,14,Force Detection,8183
2023-09-12 10:23:45,64,0,1,0,1,Force Alert,1,11,Force Detection,8191
2023-09-12 10:29:14,87,1,1,0,1,Force Alert,1,19,Force Detection,8196
2023-09-12 10:39:47,70,0,0,0,0,,0,0,No Event,8202
2023-09-12 10:43:09,33,0,1,0,1,Force Alert,1,19,Force Detection,8207
2023-09-12 10:59:54,62,0,1,0,1,Force Alert,1,9,Force Detection,8211
2023-09-12 11:15:40,70,1,0,0,0,,0,0,No Event,8213
2023-09-12 11:26:13,41,1,1,1,1,Force Alert,1,6,Force Detection,8221
2023-09-12 11:31:35,4,0,0,0,0,,0,0,No Event,8229
2023-09-12 12:32:26,90,0,1,0,1,Force Alert,1,12,Force Detection,8236
2023-09-12 12:37:11,46,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8245
2023-09-12 12:43:10,7,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8253
2023-09-12 13:38:34,85,0,1,0,1,Force Alert,1,17,Force Detection,8256
2023-09-12 13:58:19,95,1,0,0,0,,0,0,No Event,8259
2023-09-12 14:02:32,62,0,0,0,0,,0,0,No Event,8264
2023-09-12 14:28:06,80,0,1,0,1,Force Alert,1,18,Force Detection,8271
2023-09-12 14:33:17,75,1,0,0,0,,0,0,No Event,8280
2023-09-12 15:01:57,66,1,1,0,1,Force Alert,1,5,Force Detection,8286
2023-09-12 15:25:01,50,1,0,0,0,,0,0,No Event,8288
2023-09-12 16:18:41,2,0,1,0,1,Force Alert,1,15,Force Detection,8297
2023-09-12 16:39:13,52,1,1,0,1,Force Alert,1,10,Force Detection,8304
2023-09-12 17:02:45,33,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8308
2023-09-12 17:33:37,54,1,0,0,0,,0,0,No Event,8315
2023-09-12 17:37:05,73,0,1,0,1,Force Alert,1,9,Force Detection,8319
2023-09-12 17:38:29,99,0,0,0,0,,0,0,No Event,8321
2023-09-12 17:46:29,56,1,1,0,1,Force Alert,1,7,Force Detection,8330
2023-09-12 17:50:30,98,1,0,0,0,,0,0,No Event,8335
2023-09-12 17:50:34,53,0,1,0,1,Force Alert,1,15,Force Detection,8344
2023-09-12 17:54:38,23,1,1,1,1,Force Alert,1,5,Force Detection,8346
2023-09-12 18:25:35,77,0,0,0,0,,0,0,No Event,8347
2023-09-12 18:39:43,7,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8356
2023-09-12 18:58:08,45,1,1,1,1,Force Alert,1,20,Force Detection,8364
2023-09-12 19:01:58,55,0,0,0,0,,0,0,No Event,8370
2023-09-12 19:26:04,15,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8371
2023-09-12 19:42:47,81,0,1,0,1,Force Alert,1,16,Force Detection,8374
2023-09-12 19:48:45,94,1,0,0,0,,0,0,No Event,8377
2023-09-12 20:12:41,19,1,1,1,1,Force Alert,1,19,Force Detection,8378
2023-09-12 20:13:31,73,0,1,0,1,Force Alert,1,10,Force Detection,8379
2023-09-12 20:32:00,63,1,0,0,0,,0,0,No Event,8382
2023-09-12 21:05:54,71,1,0,0,0,,0,0,No Event,8386
2023-09-12 21:18:14,81,1,1,0,1,Force Alert,1,20,Force Detection,8389
2023-09-12 21:19:35,77,1,1,0,1,Force Alert,1,18,Force Detection,8397
2023-09-12 21:39:51,1,0,1,0,1,Force Alert,1,14,Force Detection,8401
2023-09-12 21:59:57,9,0,1,0,1,Force Alert,1,6,Force Detection,8407
2023-09-12 22:03:32,52,0,1,0,1,Force Alert,1,11,Force Detection,8413
2023-09-12 22:11:09,69,1,1,0,1,Force Alert,1,15,Force Detection,8419
2023-09-12 22:15:15,28,0,0,0,0,,0,0,No Event,8423
2023-09-12 22:16:10,59,0,1,0,1,Force Alert,1,11,Force Detection,8424
2023-09-12 22:24:46,90,0,1,0,1,Force Alert,1,10,Force Detection,8433
2023-09-12 22:43:25,40,0,1,0,1,Force Alert,1,15,Force Detection,8438
2023-09-12 23:12:46,47,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8444
2023-09-12 23:25:08,69,0,1,0,1,Force Alert,1,18,Force Detection,8446
2023-09-12 23:33:55,94,1,1,0,1,Force Alert,1,10,Force Detection,8452
2023-09-12 23:48:44,58,0,1,0,1,Force Alert,1,5,Force Detection,8453
2023-09-13 00:06:16,27,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8456
2023-09-13 00:09:27,53,1,0,0,0,,0,0,No Event,8459
2023-09-13 00:27:40,48,0,0,0,0,,0,0,No Event,8466
2023-09-13 00:41:10,34,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8471
2023-09-13 00:42:49,42,1,1,1,1,Force Alert,1,19,Force Detection,8479
2023-09-13 01:07:19,73,0,1,0,1,Force Alert,1,6,Force Detection,8483
2023-09-13 01:11:56,55,1,0,0,0,,0,0,No Event,8492
2023-09-13 01:54:29,27,1,1,1,1,Force Alert,1,16,Force Detection,8500
2023-09-13 02:01:29,23,0,0,0,0,,0,0,No Event,8503
2023-09-13 02:05:09,52,1,1,0,1,Force Alert,1,6,Force Detection,8506
2023-09-13 02:29:28,60,1,0,0,0,,0,0,No Event,8513
2023-09-13 02:38:48,1,1,1,1,1,Force Alert,1,17,Force Detection,8520
2023-09-13 02:55:49,57,0,1,0,1,Force Alert,1,8,Force Detection,8522
2023-09-13 02:56:12,53,0,0,0,0,,0,0,No Event,8525
2023-09-13 03:10:28,36,0,0,0,0,,0,0,No Event,8531
2023-09-13 03:18:19,20,1,1,1,1,Force Alert,1,11,Force Detection,8532
2023-09-13 03:19:49,28,0,1,0,1,Force Alert,1,10,Force Detection,8539
2023-09-13 03:51:19,6,0,0,0,0,,0,0,No Event,8541
2023-09-13 03:57:29,9,1,1,1,1,Force Alert,1,8,Force Detection,8545
2023-09-13 04:28:13,54,1,0,0,0,,0,0,No Event,8547
2023-09-13 04:36:18,25,1,1,1,1,Force Alert,1,8,Force Detection,8555
2023-09-13 04:53:28,19,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8561
2023-09-13 04:59:38,19,0,1,0,1,Force Alert,1,13,Force Detection,8562
2023-09-13 05:08:48,3,0,0,0,0,,0,0,No Event,8569
2023-09-13 05:14:23,3,0,1,0,1,Force Alert,1,15,Force Detection,8578
2023-09-13 05:17:26,48,1,1,1,1,Force Alert,1,14,Force Detection,8579
2023-09-13 05:32:39,96,1,1,0,1,Force Alert,1,13,Force Detection,8580
2023-09-13 05:34:17,12,1,1,1,1,Force Alert,1,5,Force Detection,8589
2023-09-13 05:54:28,7,0,1,0,1,Force Alert,1,5,Force Detection,8597
2023-09-13 06:11:23,100,0,1,0,1,Force Alert,1,16,Force Detection,8600
2023-09-13 06:36:27,56,1,0,0,0,,0,0,No Event,8603
2023-09-16 20:48:18,92,1,1,0,1,Force Alert,1,18,Force Detection,8606
2023-09-16 21:23:26,83,0,1,0,1,Force Alert,1,15,Force Detection,8613
2023-09-16 21:24:28,88,0,1,0,1,Force Alert,1,6,Force Detection,8616
2023-09-16 21:32:02,63,1,1,0,1,Force Alert,1,6,Force Detection,8620
2023-09-16 21:35:20,97,1,0,0,0,,0,0,No Event,8622
2023-09-16 21:37:11,1,0,0,0,0,,0,0,No Event,8628
2023-09-16 22:15:43,51,1,1,0,1,Force Alert,1,18,Force Detection,8634
2023-09-16 22:26:15,9,0,0,0,0,,0,0,No Event,8638
2023-09-16 22:28:15,57,0,0,0,0,,0,0,No Event,8643
2023-09-16 22:49:23,83,1,0,0,0,,0,0,No Event,8651
2023-09-16 22:59:44,53,0,1,0,1,Force Alert,1,5,Force Detection,8657
2023-09-16 23:00:26,91,1,0,0,0,,0,0,No Event,8662
2023-09-16 23:04:23,52,1,0,0,0,,0,0,No Event,8669
2023-09-16 23:16:03,95,1,0,0,0,,0,0,No Event,8675
2023-09-16 23:29:38,62,1,0,0,0,,0,0,No Event,8684
2023-09-16 23:32:25,28,0,1,0,1,Force Alert,1,18,Force Detection,8691
2023-09-16 23:43:45,50,1,0,0,0,,0,0,No Event,8694
2023-09-17 00:15:44,16,0,1,0,1,Force Alert,1,10,Force Detection,8698
2023-09-17 00:28:23,72,0,1,0,1,Force Alert,1,20,Force Detection,8700
2023-09-17 00:30:16,16,0,0,0,0,,0,0,No Event,8708
2023-09-17 00:32:12,10,0,0,0,0,,0,0,No Event,8717
2023-09-17 00:39:06,34,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8720
2023-09-17 00:40:39,78,1,0,0,0,,0,0,No Event,8724
2023-09-17 00:46:26,84,0,1,0,1,Force Alert,1,9,Force Detection,8732
2023-09-17 00:47:57,45,1,1,1,1,Force Alert,1,10,Force Detection,8741
2023-09-17 00:51:37,13,1,1,1,1,Force Alert,1,15,Force Detection,8743
2023-09-17 00:57:42,19,0,1,0,1,Force Alert,1,7,Force Detection,8749
2023-09-17 01:02:53,12,1,0,1,0,Proximity Warning,1,0,Proximity Detection,8758
2023-09-17 01:08:58,55,1,0,0,0,,0,0,No Event,8764
